date_key,full_date,year,quarter,month,month_name,week,day_name,is_weekend
20230426,2023-04-26,2023,2,4,April,17,Wednesday,False
20230427,2023-04-27,2023,2,4,April,17,Thursday,False
20230428,2023-04-28,2023,2,4,April,17,Friday,True
20230429,2023-04-29,2023,2,4,April,17,Saturday,True
20230430,2023-04-30,2023,2,4,April,17,Sunday,False
20230501,2023-05-01,2023,2,5,May,18,Monday,False
20230502,2023-05-02,2023,2,5,May,18,Tuesday,False
20230503,2023-05-03,2023,2,5,May,18,Wednesday,False
20230504,2023-05-04,2023,2,5,May,18,Thursday,False
20230505,2023-05-05,2023,2,5,May,18,Friday,True
20230506,2023-05-06,2023,2,5,May,18,Saturday,True
20230507,2023-05-07,2023,2,5,May,18,Sunday,False
20230508,2023-05-08,2023,2,5,May,19,Monday,False
20230509,2023-05-09,2023,2,5,May,19,Tuesday,False
20230510,2023-05-10,2023,2,5,May,19,Wednesday,False
20230511,2023-05-11,2023,2,5,May,19,Thursday,False
20230512,2023-05-12,2023,2,5,May,19,Friday,True
20230513,2023-05-13,2023,2,5,May,19,Saturday,True
20230514,2023-05-14,2023,2,5,May,19,Sunday,False
20230515,2023-05-15,2023,2,5,May,20,Monday,False
20230516,2023-05-16,2023,2,5,May,20,Tuesday,False
20230517,2023-05-17,2023,2,5,May,20,Wednesday,False
20230518,2023-05-18,2023,2,5,May,20,Thursday,False
20230519,2023-05-19,2023,2,5,May,20,Friday,True
20230520,2023-05-20,2023,2,5,May,20,Saturday,True
20230521,2023-05-21,2023,2,5,May,20,Sunday,False
20230522,2023-05-22,2023,2,5,May,21,Monday,False
20230523,2023-05-23,2023,2,5,May,21,Tuesday,False
20230524,2023-05-24,2023,2,5,May,21,Wednesday,False
20230525,2023-05-25,2023,2,5,May,21,Thursday,False
20230526,2023-05-26,2023,2,5,May,21,Friday,True
20230527,2023-05-27,2023,2,5,May,21,Saturday,True
20230528,2023-05-28,2023,2,5,May,21,Sunday,False
20230529,2023-05-29,2023,2,5,May,22,Monday,False
20230530,2023-05-30,2023,2,5,May,22,Tuesday,False
20230531,2023-05-31,2023,2,5,May,22,Wednesday,False
20230601,2023-06-01,2023,2,6,June,22,Thursday,False
20230602,2023-06-02,2023,2,6,June,22,Friday,True
20230603,2023-06-03,2023,2,6,June,22,Saturday,True
20230604,2023-06-04,2023,2,6,June,22,Sunday,False
20230605,2023-06-05,2023,2,6,June,23,Monday,False
20230606,2023-06-06,2023,2,6,June,23,Tuesday,False
20230607,2023-06-07,2023,2,6,June,23,Wednesday,False
20230608,2023-06-08,2023,2,6,June,23,Thursday,False
20230609,2023-06-09,2023,2,6,June,23,Friday,True
20230610,2023-06-10,2023,2,6,June,23,Saturday,True
20230611,2023-06-11,2023,2,6,June,23,Sunday,False
20230612,2023-06-12,2023,2,6,June,24,Monday,False
20230613,2023-06-13,2023,2,6,June,24,Tuesday,False
20230614,2023-06-14,2023,2,6,June,24,Wednesday,False
20230615,2023-06-15,2023,2,6,June,24,Thursday,False
20230616,2023-06-16,2023,2,6,June,24,Friday,True
20230617,2023-06-17,2023,2,6,June,24,Saturday,True
20230618,2023-06-18,2023,2,6,June,24,Sunday,False
20230619,2023-06-19,2023,2,6,June,25,Monday,False
20230620,2023-06-20,2023,2,6,June,25,Tuesday,False
20230621,2023-06-21,2023,2,6,June,25,Wednesday,False
20230622,2023-06-22,2023,2,6,June,25,Thursday,False
20230623,2023-06-23,2023,2,6,June,25,Friday,True
20230624,2023-06-24,2023,2,6,June,25,Saturday,True
20230625,2023-06-25,2023,2,6,June,25,Sunday,False
20230626,2023-06-26,2023,2,6,June,26,Monday,False
20230627,2023-06-27,2023,2,6,June,26,Tuesday,False
20230628,2023-06-28,2023,2,6,June,26,Wednesday,False
20230629,2023-06-29,2023,2,6,June,26,Thursday,False
20230630,2023-06-30,2023,2,6,June,26,Friday,True
20230701,2023-07-01,2023,3,7,July,26,Saturday,True
20230702,2023-07-02,2023,3,7,July,26,Sunday,False
20230703,2023-07-03,2023,3,7,July,27,Monday,False
20230704,2023-07-04,2023,3,7,July,27,Tuesday,False
20230705,2023-07-05,2023,3,7,July,27,Wednesday,False
20230706,2023-07-06,2023,3,7,July,27,Thursday,False
20230707,2023-07-07,2023,3,7,July,27,Friday,True
20230708,2023-07-08,2023,3,7,July,27,Saturday,True
20230709,2023-07-09,2023,3,7,July,27,Sunday,False
20230710,2023-07-10,2023,3,7,July,28,Monday,False
20230711,2023-07-11,2023,3,7,July,28,Tuesday,False
20230712,2023-07-12,2023,3,7,July,28,Wednesday,False
20230713,2023-07-13,2023,3,7,July,28,Thursday,False
20230714,2023-07-14,2023,3,7,July,28,Friday,True
20230715,2023-07-15,2023,3,7,July,28,Saturday,True
20230716,2023-07-16,2023,3,7,July,28,Sunday,False
20230717,2023-07-17,2023,3,7,July,29,Monday,False
20230718,2023-07-18,2023,3,7,July,29,Tuesday,False
20230719,2023-07-19,2023,3,7,July,29,Wednesday,False
20230720,2023-07-20,2023,3,7,July,29,Thursday,False
20230721,2023-07-21,2023,3,7,July,29,Friday,True
20230722,2023-07-22,2023,3,7,July,29,Saturday,True
20230723,2023-07-23,2023,3,7,July,29,Sunday,False
20230724,2023-07-24,2023,3,7,July,30,Monday,False
20230725,2023-07-25,2023,3,7,July,30,Tuesday,False
20230726,2023-07-26,2023,3,7,July,30,Wednesday,False
20230727,2023-07-27,2023,3,7,July,30,Thursday,False
20230728,2023-07-28,2023,3,7,July,30,Friday,True
20230729,2023-07-29,2023,3,7,July,30,Saturday,True
20230730,2023-07-30,2023,3,7,July,30,Sunday,False
20230731,2023-07-31,2023,3,7,July,31,Monday,False
20230801,2023-08-01,2023,3,8,August,31,Tuesday,False
20230802,2023-08-02,2023,3,8,August,31,Wednesday,False
20230803,2023-08-03,2023,3,8,August,31,Thursday,False
20230804,2023-08-04,2023,3,8,August,31,Friday,True
20230805,2023-08-05,2023,3,8,August,31,Saturday,True
20230806,2023-08-06,2023,3,8,August,31,Sunday,False
20230807,2023-08-07,2023,3,8,August,32,Monday,False
20230808,2023-08-08,2023,3,8,August,32,Tuesday,False
20230809,2023-08-09,2023,3,8,August,32,Wednesday,False
20230810,2023-08-10,2023,3,8,August,32,Thursday,False
20230811,2023-08-11,2023,3,8,August,32,Friday,True
20230812,2023-08-12,2023,3,8,August,32,Saturday,True
20230813,2023-08-13,2023,3,8,August,32,Sunday,False
20230814,2023-08-14,2023,3,8,August,33,Monday,False
20230815,2023-08-15,2023,3,8,August,33,Tuesday,False
20230816,2023-08-16,2023,3,8,August,33,Wednesday,False
20230817,2023-08-17,2023,3,8,August,33,Thursday,False
20230818,2023-08-18,2023,3,8,August,33,Friday,True
20230819,2023-08-19,2023,3,8,August,33,Saturday,True
20230820,2023-08-20,2023,3,8,August,33,Sunday,False
20230821,2023-08-21,2023,3,8,August,34,Monday,False
20230822,2023-08-22,2023,3,8,August,34,Tuesday,False
20230823,2023-08-23,2023,3,8,August,34,Wednesday,False
20230824,2023-08-24,2023,3,8,August,34,Thursday,False
20230825,2023-08-25,2023,3,8,August,34,Friday,True
20230826,2023-08-26,2023,3,8,August,34,Saturday,True
20230827,2023-08-27,2023,3,8,August,34,Sunday,False
20230828,2023-08-28,2023,3,8,August,35,Monday,False
20230829,2023-08-29,2023,3,8,August,35,Tuesday,False
20230830,2023-08-30,2023,3,8,August,35,Wednesday,False
20230831,2023-08-31,2023,3,8,August,35,Thursday,False
20230901,2023-09-01,2023,3,9,September,35,Friday,True
20230902,2023-09-02,2023,3,9,September,35,Saturday,True
20230903,2023-09-03,2023,3,9,September,35,Sunday,False
20230904,2023-09-04,2023,3,9,September,36,Monday,False
20230905,2023-09-05,2023,3,9,September,36,Tuesday,False
20230906,2023-09-06,2023,3,9,September,36,Wednesday,False
20230907,2023-09-07,2023,3,9,September,36,Thursday,False
20230908,2023-09-08,2023,3,9,September,36,Friday,True
20230909,2023-09-09,2023,3,9,September,36,Saturday,True
20230910,2023-09-10,2023,3,9,September,36,Sunday,False
20230911,2023-09-11,2023,3,9,September,37,Monday,False
20230912,2023-09-12,2023,3,9,September,37,Tuesday,False
20230913,2023-09-13,2023,3,9,September,37,Wednesday,False
20230914,2023-09-14,2023,3,9,September,37,Thursday,False
20230915,2023-09-15,2023,3,9,September,37,Friday,True
20230916,2023-09-16,2023,3,9,September,37,Saturday,True
20230917,2023-09-17,2023,3,9,September,37,Sunday,False
20230918,2023-09-18,2023,3,9,September,38,Monday,False
20230919,2023-09-19,2023,3,9,September,38,Tuesday,False
20230920,2023-09-20,2023,3,9,September,38,Wednesday,False
20230921,2023-09-21,2023,3,9,September,38,Thursday,False
20230922,2023-09-22,2023,3,9,September,38,Friday,True
20230923,2023-09-23,2023,3,9,September,38,Saturday,True
20230924,2023-09-24,2023,3,9,September,38,Sunday,False
20230925,2023-09-25,2023,3,9,September,39,Monday,False
20230926,2023-09-26,2023,3,9,September,39,Tuesday,False
20230927,2023-09-27,2023,3,9,September,39,Wednesday,False
20230928,2023-09-28,2023,3,9,September,39,Thursday,False
20230929,2023-09-29,2023,3,9,September,39,Friday,True
20230930,2023-09-30,2023,3,9,September,39,Saturday,True
20231001,2023-10-01,2023,4,10,October,39,Sunday,False
20231002,2023-10-02,2023,4,10,October,40,Monday,False
20231003,2023-10-03,2023,4,10,October,40,Tuesday,False
20231004,2023-10-04,2023,4,10,October,40,Wednesday,False
20231005,2023-10-05,2023,4,10,October,40,Thursday,False
20231006,2023-10-06,2023,4,10,October,40,Friday,True
20231007,2023-10-07,2023,4,10,October,40,Saturday,True
20231008,2023-10-08,2023,4,10,October,40,Sunday,False
20231009,2023-10-09,2023,4,10,October,41,Monday,False
20231010,2023-10-10,2023,4,10,October,41,Tuesday,False
20231011,2023-10-11,2023,4,10,October,41,Wednesday,False
20231012,2023-10-12,2023,4,10,October,41,Thursday,False
20231013,2023-10-13,2023,4,10,October,41,Friday,True
20231014,2023-10-14,2023,4,10,October,41,Saturday,True
20231015,2023-10-15,2023,4,10,October,41,Sunday,False
20231016,2023-10-16,2023,4,10,October,42,Monday,False
20231017,2023-10-17,2023,4,10,October,42,Tuesday,False
20231018,2023-10-18,2023,4,10,October,42,Wednesday,False
20231019,2023-10-19,2023,4,10,October,42,Thursday,False
20231020,2023-10-20,2023,4,10,October,42,Friday,True
20231021,2023-10-21,2023,4,10,October,42,Saturday,True
20231022,2023-10-22,2023,4,10,October,42,Sunday,False
20231023,2023-10-23,2023,4,10,October,43,Monday,False
20231024,2023-10-24,2023,4,10,October,43,Tuesday,False
20231025,2023-10-25,2023,4,10,October,43,Wednesday,False
20231026,2023-10-26,2023,4,10,October,43,Thursday,False
20231027,2023-10-27,2023,4,10,October,43,Friday,True
20231028,2023-10-28,2023,4,10,October,43,Saturday,True
20231029,2023-10-29,2023,4,10,October,43,Sunday,False
20231030,2023-10-30,2023,4,10,October,44,Monday,False
20231031,2023-10-31,2023,4,10,October,44,Tuesday,False
20231101,2023-11-01,2023,4,11,November,44,Wednesday,False
20231102,2023-11-02,2023,4,11,November,44,Thursday,False
20231103,2023-11-03,2023,4,11,November,44,Friday,True
20231104,2023-11-04,2023,4,11,November,44,Saturday,True
20231105,2023-11-05,2023,4,11,November,44,Sunday,False
20231106,2023-11-06,2023,4,11,November,45,Monday,False
20231107,2023-11-07,2023,4,11,November,45,Tuesday,False
20231108,2023-11-08,2023,4,11,November,45,Wednesday,False
20231109,2023-11-09,2023,4,11,November,45,Thursday,False
20231110,2023-11-10,2023,4,11,November,45,Friday,True
20231111,2023-11-11,2023,4,11,November,45,Saturday,True
20231112,2023-11-12,2023,4,11,November,45,Sunday,False
20231113,2023-11-13,2023,4,11,November,46,Monday,False
20231114,2023-11-14,2023,4,11,November,46,Tuesday,False
20231115,2023-11-15,2023,4,11,November,46,Wednesday,False
20231116,2023-11-16,2023,4,11,November,46,Thursday,False
20231117,2023-11-17,2023,4,11,November,46,Friday,True
20231118,2023-11-18,2023,4,11,November,46,Saturday,True
20231119,2023-11-19,2023,4,11,November,46,Sunday,False
20231120,2023-11-20,2023,4,11,November,47,Monday,False
20231121,2023-11-21,2023,4,11,November,47,Tuesday,False
20231122,2023-11-22,2023,4,11,November,47,Wednesday,False
20231123,2023-11-23,2023,4,11,November,47,Thursday,False
20231124,2023-11-24,2023,4,11,November,47,Friday,True
20231125,2023-11-25,2023,4,11,November,47,Saturday,True
20231126,2023-11-26,2023,4,11,November,47,Sunday,False
20231127,2023-11-27,2023,4,11,November,48,Monday,False
20231128,2023-11-28,2023,4,11,November,48,Tuesday,False
20231129,2023-11-29,2023,4,11,November,48,Wednesday,False
20231130,2023-11-30,2023,4,11,November,48,Thursday,False
20231201,2023-12-01,2023,4,12,December,48,Friday,True
20231202,2023-12-02,2023,4,12,December,48,Saturday,True
20231203,2023-12-03,2023,4,12,December,48,Sunday,False
20231204,2023-12-04,2023,4,12,December,49,Monday,False
20231205,2023-12-05,2023,4,12,December,49,Tuesday,False
20231206,2023-12-06,2023,4,12,December,49,Wednesday,False
20231207,2023-12-07,2023,4,12,December,49,Thursday,False
20231208,2023-12-08,2023,4,12,December,49,Friday,True
20231209,2023-12-09,2023,4,12,December,49,Saturday,True
20231210,2023-12-10,2023,4,12,December,49,Sunday,False
20231211,2023-12-11,2023,4,12,December,50,Monday,False
20231212,2023-12-12,2023,4,12,December,50,Tuesday,False
20231213,2023-12-13,2023,4,12,December,50,Wednesday,False
20231214,2023-12-14,2023,4,12,December,50,Thursday,False
20231215,2023-12-15,2023,4,12,December,50,Friday,True
20231216,2023-12-16,2023,4,12,December,50,Saturday,True
20231217,2023-12-17,2023,4,12,December,50,Sunday,False
20231218,2023-12-18,2023,4,12,December,51,Monday,False
20231219,2023-12-19,2023,4,12,December,51,Tuesday,False
20231220,2023-12-20,2023,4,12,December,51,Wednesday,False
20231221,2023-12-21,2023,4,12,December,51,Thursday,False
20231222,2023-12-22,2023,4,12,December,51,Friday,True
20231223,2023-12-23,2023,4,12,December,51,Saturday,True
20231224,2023-12-24,2023,4,12,December,51,Sunday,False
20231225,2023-12-25,2023,4,12,December,52,Monday,False
20231226,2023-12-26,2023,4,12,December,52,Tuesday,False
20231227,2023-12-27,2023,4,12,December,52,Wednesday,False
20231228,2023-12-28,2023,4,12,December,52,Thursday,False
20231229,2023-12-29,2023,4,12,December,52,Friday,True
20231230,2023-12-30,2023,4,12,December,52,Saturday,True
20231231,2023-12-31,2023,4,12,December,52,Sunday,False
20240101,2024-01-01,2024,1,1,January,1,Monday,False
20240102,2024-01-02,2024,1,1,January,1,Tuesday,False
20240103,2024-01-03,2024,1,1,January,1,Wednesday,False
20240104,2024-01-04,2024,1,1,January,1,Thursday,False
20240105,2024-01-05,2024,1,1,January,1,Friday,True
20240106,2024-01-06,2024,1,1,January,1,Saturday,True
20240107,2024-01-07,2024,1,1,January,1,Sunday,False
20240108,2024-01-08,2024,1,1,January,2,Monday,False
20240109,2024-01-09,2024,1,1,January,2,Tuesday,False
20240110,2024-01-10,2024,1,1,January,2,Wednesday,False
20240111,2024-01-11,2024,1,1,January,2,Thursday,False
20240112,2024-01-12,2024,1,1,January,2,Friday,True
20240113,2024-01-13,2024,1,1,January,2,Saturday,True
20240114,2024-01-14,2024,1,1,January,2,Sunday,False
20240115,2024-01-15,2024,1,1,January,3,Monday,False
20240116,2024-01-16,2024,1,1,January,3,Tuesday,False
20240117,2024-01-17,2024,1,1,January,3,Wednesday,False
20240118,2024-01-18,2024,1,1,January,3,Thursday,False
20240119,2024-01-19,2024,1,1,January,3,Friday,True
20240120,2024-01-20,2024,1,1,January,3,Saturday,True
20240121,2024-01-21,2024,1,1,January,3,Sunday,False
20240122,2024-01-22,2024,1,1,January,4,Monday,False
20240123,2024-01-23,2024,1,1,January,4,Tuesday,False
20240124,2024-01-24,2024,1,1,January,4,Wednesday,False
20240125,2024-01-25,2024,1,1,January,4,Thursday,False
20240126,2024-01-26,2024,1,1,January,4,Friday,True
20240127,2024-01-27,2024,1,1,January,4,Saturday,True
20240128,2024-01-28,2024,1,1,January,4,Sunday,False
20240129,2024-01-29,2024,1,1,January,5,Monday,False
20240130,2024-01-30,2024,1,1,January,5,Tuesday,False
20240131,2024-01-31,2024,1,1,January,5,Wednesday,False
20240201,2024-02-01,2024,1,2,February,5,Thursday,False
20240202,2024-02-02,2024,1,2,February,5,Friday,True
20240203,2024-02-03,2024,1,2,February,5,Saturday,True
20240204,2024-02-04,2024,1,2,February,5,Sunday,False
20240205,2024-02-05,2024,1,2,February,6,Monday,False
20240206,2024-02-06,2024,1,2,February,6,Tuesday,False
20240207,2024-02-07,2024,1,2,February,6,Wednesday,False
20240208,2024-02-08,2024,1,2,February,6,Thursday,False
20240209,2024-02-09,2024,1,2,February,6,Friday,True
20240210,2024-02-10,2024,1,2,February,6,Saturday,True
20240211,2024-02-11,2024,1,2,February,6,Sunday,False
20240212,2024-02-12,2024,1,2,February,7,Monday,False
20240213,2024-02-13,2024,1,2,February,7,Tuesday,False
20240214,2024-02-14,2024,1,2,February,7,Wednesday,False
20240215,2024-02-15,2024,1,2,February,7,Thursday,False
20240216,2024-02-16,2024,1,2,February,7,Friday,True
20240217,2024-02-17,2024,1,2,February,7,Saturday,True
20240218,2024-02-18,2024,1,2,February,7,Sunday,False
20240219,2024-02-19,2024,1,2,February,8,Monday,False
20240220,2024-02-20,2024,1,2,February,8,Tuesday,False
20240221,2024-02-21,2024,1,2,February,8,Wednesday,False
20240222,2024-02-22,2024,1,2,February,8,Thursday,False
20240223,2024-02-23,2024,1,2,February,8,Friday,True
20240224,2024-02-24,2024,1,2,February,8,Saturday,True
20240225,2024-02-25,2024,1,2,February,8,Sunday,False
20240226,2024-02-26,2024,1,2,February,9,Monday,False
20240227,2024-02-27,2024,1,2,February,9,Tuesday,False
20240228,2024-02-28,2024,1,2,February,9,Wednesday,False
20240229,2024-02-29,2024,1,2,February,9,Thursday,False
20240301,2024-03-01,2024,1,3,March,9,Friday,True
20240302,2024-03-02,2024,1,3,March,9,Saturday,True
20240303,2024-03-03,2024,1,3,March,9,Sunday,False
20240304,2024-03-04,2024,1,3,March,10,Monday,False
20240305,2024-03-05,2024,1,3,March,10,Tuesday,False
20240306,2024-03-06,2024,1,3,March,10,Wednesday,False
20240307,2024-03-07,2024,1,3,March,10,Thursday,False
20240308,2024-03-08,2024,1,3,March,10,Friday,True
20240309,2024-03-09,2024,1,3,March,10,Saturday,True
20240310,2024-03-10,2024,1,3,March,10,Sunday,False
20240311,2024-03-11,2024,1,3,March,11,Monday,False
20240312,2024-03-12,2024,1,3,March,11,Tuesday,False
20240313,2024-03-13,2024,1,3,March,11,Wednesday,False
20240314,2024-03-14,2024,1,3,March,11,Thursday,False
20240315,2024-03-15,2024,1,3,March,11,Friday,True
20240316,2024-03-16,2024,1,3,March,11,Saturday,True
20240317,2024-03-17,2024,1,3,March,11,Sunday,False
20240318,2024-03-18,2024,1,3,March,12,Monday,False
20240319,2024-03-19,2024,1,3,March,12,Tuesday,False
20240320,2024-03-20,2024,1,3,March,12,Wednesday,False
20240321,2024-03-21,2024,1,3,March,12,Thursday,False
20240322,2024-03-22,2024,1,3,March,12,Friday,True
20240323,2024-03-23,2024,1,3,March,12,Saturday,True
20240324,2024-03-24,2024,1,3,March,12,Sunday,False
20240325,2024-03-25,2024,1,3,March,13,Monday,False
20240326,2024-03-26,2024,1,3,March,13,Tuesday,False
20240327,2024-03-27,2024,1,3,March,13,Wednesday,False
20240328,2024-03-28,2024,1,3,March,13,Thursday,False
20240329,2024-03-29,2024,1,3,March,13,Friday,True
20240330,2024-03-30,2024,1,3,March,13,Saturday,True
20240331,2024-03-31,2024,1,3,March,13,Sunday,False
20240401,2024-04-01,2024,2,4,April,14,Monday,False
20240402,2024-04-02,2024,2,4,April,14,Tuesday,False
20240403,2024-04-03,2024,2,4,April,14,Wednesday,False
20240404,2024-04-04,2024,2,4,April,14,Thursday,False
20240405,2024-04-05,2024,2,4,April,14,Friday,True
20240406,2024-04-06,2024,2,4,April,14,Saturday,True
20240407,2024-04-07,2024,2,4,April,14,Sunday,False
20240408,2024-04-08,2024,2,4,April,15,Monday,False
20240409,2024-04-09,2024,2,4,April,15,Tuesday,False
20240410,2024-04-10,2024,2,4,April,15,Wednesday,False
20240411,2024-04-11,2024,2,4,April,15,Thursday,False
20240412,2024-04-12,2024,2,4,April,15,Friday,True
20240413,2024-04-13,2024,2,4,April,15,Saturday,True
20240414,2024-04-14,2024,2,4,April,15,Sunday,False
20240415,2024-04-15,2024,2,4,April,16,Monday,False
20240416,2024-04-16,2024,2,4,April,16,Tuesday,False
20240417,2024-04-17,2024,2,4,April,16,Wednesday,False
20240418,2024-04-18,2024,2,4,April,16,Thursday,False
20240419,2024-04-19,2024,2,4,April,16,Friday,True
20240420,2024-04-20,2024,2,4,April,16,Saturday,True
20240421,2024-04-21,2024,2,4,April,16,Sunday,False
20240422,2024-04-22,2024,2,4,April,17,Monday,False
20240423,2024-04-23,2024,2,4,April,17,Tuesday,False
20240424,2024-04-24,2024,2,4,April,17,Wednesday,False
20240425,2024-04-25,2024,2,4,April,17,Thursday,False
20240426,2024-04-26,2024,2,4,April,17,Friday,True
20240427,2024-04-27,2024,2,4,April,17,Saturday,True
20240428,2024-04-28,2024,2,4,April,17,Sunday,False
20240429,2024-04-29,2024,2,4,April,18,Monday,False
20240430,2024-04-30,2024,2,4,April,18,Tuesday,False
20240501,2024-05-01,2024,2,5,May,18,Wednesday,False
20240502,2024-05-02,2024,2,5,May,18,Thursday,False
20240503,2024-05-03,2024,2,5,May,18,Friday,True
20240504,2024-05-04,2024,2,5,May,18,Saturday,True
20240505,2024-05-05,2024,2,5,May,18,Sunday,False
20240506,2024-05-06,2024,2,5,May,19,Monday,False
20240507,2024-05-07,2024,2,5,May,19,Tuesday,False
20240508,2024-05-08,2024,2,5,May,19,Wednesday,False
20240509,2024-05-09,2024,2,5,May,19,Thursday,False
20240510,2024-05-10,2024,2,5,May,19,Friday,True
20240511,2024-05-11,2024,2,5,May,19,Saturday,True
20240512,2024-05-12,2024,2,5,May,19,Sunday,False
20240513,2024-05-13,2024,2,5,May,20,Monday,False
20240514,2024-05-14,2024,2,5,May,20,Tuesday,False
20240515,2024-05-15,2024,2,5,May,20,Wednesday,False
20240516,2024-05-16,2024,2,5,May,20,Thursday,False
20240517,2024-05-17,2024,2,5,May,20,Friday,True
20240518,2024-05-18,2024,2,5,May,20,Saturday,True
20240519,2024-05-19,2024,2,5,May,20,Sunday,False
20240520,2024-05-20,2024,2,5,May,21,Monday,False
20240521,2024-05-21,2024,2,5,May,21,Tuesday,False
20240522,2024-05-22,2024,2,5,May,21,Wednesday,False
20240523,2024-05-23,2024,2,5,May,21,Thursday,False
20240524,2024-05-24,2024,2,5,May,21,Friday,True
20240525,2024-05-25,2024,2,5,May,21,Saturday,True
20240526,2024-05-26,2024,2,5,May,21,Sunday,False
20240527,2024-05-27,2024,2,5,May,22,Monday,False
20240528,2024-05-28,2024,2,5,May,22,Tuesday,False
20240529,2024-05-29,2024,2,5,May,22,Wednesday,False
20240530,2024-05-30,2024,2,5,May,22,Thursday,False
20240531,2024-05-31,2024,2,5,May,22,Friday,True
20240601,2024-06-01,2024,2,6,June,22,Saturday,True
20240602,2024-06-02,2024,2,6,June,22,Sunday,False
20240603,2024-06-03,2024,2,6,June,23,Monday,False
20240604,2024-06-04,2024,2,6,June,23,Tuesday,False
20240605,2024-06-05,2024,2,6,June,23,Wednesday,False
20240606,2024-06-06,2024,2,6,June,23,Thursday,False
20240607,2024-06-07,2024,2,6,June,23,Friday,True
20240608,2024-06-08,2024,2,6,June,23,Saturday,True
20240609,2024-06-09,2024,2,6,June,23,Sunday,False
20240610,2024-06-10,2024,2,6,June,24,Monday,False
20240611,2024-06-11,2024,2,6,June,24,Tuesday,False
20240612,2024-06-12,2024,2,6,June,24,Wednesday,False
20240613,2024-06-13,2024,2,6,June,24,Thursday,False
20240614,2024-06-14,2024,2,6,June,24,Friday,True
20240615,2024-06-15,2024,2,6,June,24,Saturday,True
20240616,2024-06-16,2024,2,6,June,24,Sunday,False
20240617,2024-06-17,2024,2,6,June,25,Monday,False
20240618,2024-06-18,2024,2,6,June,25,Tuesday,False
20240619,2024-06-19,2024,2,6,June,25,Wednesday,False
20240620,2024-06-20,2024,2,6,June,25,Thursday,False
20240621,2024-06-21,2024,2,6,June,25,Friday,True
20240622,2024-06-22,2024,2,6,June,25,Saturday,True
20240623,2024-06-23,2024,2,6,June,25,Sunday,False
20240624,2024-06-24,2024,2,6,June,26,Monday,False
20240625,2024-06-25,2024,2,6,June,26,Tuesday,False
20240626,2024-06-26,2024,2,6,June,26,Wednesday,False
20240627,2024-06-27,2024,2,6,June,26,Thursday,False
20240628,2024-06-28,2024,2,6,June,26,Friday,True
20240629,2024-06-29,2024,2,6,June,26,Saturday,True
20240630,2024-06-30,2024,2,6,June,26,Sunday,False
20240701,2024-07-01,2024,3,7,July,27,Monday,False
20240702,2024-07-02,2024,3,7,July,27,Tuesday,False
20240703,2024-07-03,2024,3,7,July,27,Wednesday,False
20240704,2024-07-04,2024,3,7,July,27,Thursday,False
20240705,2024-07-05,2024,3,7,July,27,Friday,True
20240706,2024-07-06,2024,3,7,July,27,Saturday,True
20240707,2024-07-07,2024,3,7,July,27,Sunday,False
20240708,2024-07-08,2024,3,7,July,28,Monday,False
20240709,2024-07-09,2024,3,7,July,28,Tuesday,False
20240710,2024-07-10,2024,3,7,July,28,Wednesday,False
20240711,2024-07-11,2024,3,7,July,28,Thursday,False
20240712,2024-07-12,2024,3,7,July,28,Friday,True
20240713,2024-07-13,2024,3,7,July,28,Saturday,True
20240714,2024-07-14,2024,3,7,July,28,Sunday,False
20240715,2024-07-15,2024,3,7,July,29,Monday,False
20240716,2024-07-16,2024,3,7,July,29,Tuesday,False
20240717,2024-07-17,2024,3,7,July,29,Wednesday,False
20240718,2024-07-18,2024,3,7,July,29,Thursday,False
20240719,2024-07-19,2024,3,7,July,29,Friday,True
20240720,2024-07-20,2024,3,7,July,29,Saturday,True
20240721,2024-07-21,2024,3,7,July,29,Sunday,False
20240722,2024-07-22,2024,3,7,July,30,Monday,False
20240723,2024-07-23,2024,3,7,July,30,Tuesday,False
20240724,2024-07-24,2024,3,7,July,30,Wednesday,False
20240725,2024-07-25,2024,3,7,July,30,Thursday,False
20240726,2024-07-26,2024,3,7,July,30,Friday,True
20240727,2024-07-27,2024,3,7,July,30,Saturday,True
20240728,2024-07-28,2024,3,7,July,30,Sunday,False
20240729,2024-07-29,2024,3,7,July,31,Monday,False
20240730,2024-07-30,2024,3,7,July,31,Tuesday,False
20240731,2024-07-31,2024,3,7,July,31,Wednesday,False
20240801,2024-08-01,2024,3,8,August,31,Thursday,False
20240802,2024-08-02,2024,3,8,August,31,Friday,True
20240803,2024-08-03,2024,3,8,August,31,Saturday,True
20240804,2024-08-04,2024,3,8,August,31,Sunday,False
20240805,2024-08-05,2024,3,8,August,32,Monday,False
20240806,2024-08-06,2024,3,8,August,32,Tuesday,False
20240807,2024-08-07,2024,3,8,August,32,Wednesday,False
20240808,2024-08-08,2024,3,8,August,32,Thursday,False
20240809,2024-08-09,2024,3,8,August,32,Friday,True
20240810,2024-08-10,2024,3,8,August,32,Saturday,True
20240811,2024-08-11,2024,3,8,August,32,Sunday,False
20240812,2024-08-12,2024,3,8,August,33,Monday,False
20240813,2024-08-13,2024,3,8,August,33,Tuesday,False
20240814,2024-08-14,2024,3,8,August,33,Wednesday,False
20240815,2024-08-15,2024,3,8,August,33,Thursday,False
20240816,2024-08-16,2024,3,8,August,33,Friday,True
20240817,2024-08-17,2024,3,8,August,33,Saturday,True
20240818,2024-08-18,2024,3,8,August,33,Sunday,False
