payment_key,payment_id,payment_date_key,policy_key,payment_amount,payment_method
4260,PAY004260,20250118,2357,5814.41,Cash
4261,PAY004261,20260618,2358,2731.98,Credit Card
4262,PAY004262,20240104,2359,3353.59,Bank Transfer
4263,PAY004263,20260405,2360,2628.39,Credit Card
4264,PAY004264,20260506,2360,5616.66,Credit Card
4265,PAY004265,20250321,2361,30128.58,Cash
4266,PAY004266,20260424,2362,2888.74,SADAD
4267,PAY004267,20230516,2363,2445.32,Cash
4268,PAY004268,20230611,2363,1744.46,Cash
4269,PAY004269,20230715,2363,5496.91,Bank Transfer
4270,PAY004270,20230813,2363,1865.51,SADAD
4271,PAY004271,20260408,2364,5145.05,Bank Transfer
4272,PAY004272,20260801,2365,10156.81,Bank Transfer
4273,PAY004273,20240912,2366,10954.71,Bank Transfer
4274,PAY004274,20240106,2367,2149.14,Bank Transfer
4275,PAY004275,20240205,2367,120.95,Bank Transfer
4276,PAY004276,20251012,2368,2822.55,Bank Transfer
4277,PAY004277,20251109,2368,26414.79,SADAD
4278,PAY004278,20251211,2368,28397.31,Credit Card
4279,PAY004279,20260110,2368,7133.72,Credit Card
4280,PAY004280,20260227,2369,805.02,SADAD
4281,PAY004281,20240607,2370,24198.56,Cash
4282,PAY004282,20260220,2371,1345.81,SADAD
4283,PAY004283,20250101,2372,5723.39,Credit Card
4284,PAY004284,20250201,2372,3745.41,Bank Transfer
4285,PAY004285,20250302,2372,1385.95,Credit Card
4286,PAY004286,20250402,2372,28.32,Cash
4287,PAY004287,20260806,2373,12026.24,Cash
4288,PAY004288,20250512,2374,7746.32,Bank Transfer
4289,PAY004289,20260315,2375,13236.76,SADAD
4290,PAY004290,20260418,2375,7199.79,Bank Transfer
4291,PAY004291,20260515,2375,1182.76,Bank Transfer
4292,PAY004292,20260612,2375,986.95,Credit Card
4293,PAY004293,20231119,2376,5969.56,Bank Transfer
4294,PAY004294,20250927,2377,3770.77,SADAD
4295,PAY004295,20251024,2377,1711.55,Credit Card
4296,PAY004296,20221120,2378,2081.01,Cash
4297,PAY004297,20231203,2379,7311.99,Bank Transfer
4298,PAY004298,20230216,2380,2755.67,SADAD
4299,PAY004299,20260516,2381,1935.82,SADAD
4300,PAY004300,20260613,2381,426.87,Credit Card
4301,PAY004301,20250813,2382,4097.75,Cash
4302,PAY004302,20250913,2382,532.88,Cash
4303,PAY004303,20251015,2382,385.26,Cash
4304,PAY004304,20251113,2382,1407.21,Credit Card
4305,PAY004305,20250811,2383,42121.41,Cash
4306,PAY004306,20220402,2384,25237.51,Credit Card
4307,PAY004307,20231213,2385,4131.14,Cash
4308,PAY004308,20240113,2385,1555.93,Cash
4309,PAY004309,20241116,2386,15064.36,Cash
4310,PAY004310,20241216,2386,19491.8,Bank Transfer
4311,PAY004311,20231225,2387,6606.64,Bank Transfer
4312,PAY004312,20260102,2388,1046.72,SADAD
4313,PAY004313,20260203,2388,1354.22,Bank Transfer
4314,PAY004314,20260303,2388,271.98,Bank Transfer
4315,PAY004315,20260403,2388,1108.44,Credit Card
4316,PAY004316,20250914,2389,621.56,SADAD
4317,PAY004317,20231230,2390,12617.91,SADAD
4318,PAY004318,20260810,2391,7521.97,Credit Card
4319,PAY004319,20240217,2392,8303.79,Credit Card
4320,PAY004320,20250605,2393,2285.14,Credit Card
4321,PAY004321,20231018,2394,7878.4,Credit Card
4322,PAY004322,20240319,2395,11293.78,SADAD
4323,PAY004323,20250503,2396,4014.32,Bank Transfer
4324,PAY004324,20250604,2396,3650.21,Bank Transfer
4325,PAY004325,20260101,2397,2393.93,Credit Card
4326,PAY004326,20250310,2398,8093.89,Credit Card
4327,PAY004327,20230707,2399,107.73,Cash
4328,PAY004328,20230807,2399,12.17,Credit Card
4329,PAY004329,20260406,2400,2653.09,SADAD
4330,PAY004330,20260506,2400,2402.87,SADAD
4331,PAY004331,20260605,2400,649.15,Bank Transfer
4332,PAY004332,20260705,2400,2769.22,Bank Transfer
4333,PAY004333,20260519,2401,10655.23,SADAD
4334,PAY004334,20231122,2402,17199.5,Cash
4335,PAY004335,20231218,2402,2734.93,SADAD
4336,PAY004336,20251104,2403,7864.76,Bank Transfer
4337,PAY004337,20251126,2404,3371.8,Credit Card
4338,PAY004338,20240524,2405,51.17,SADAD
4339,PAY004339,20240624,2405,565.78,Credit Card
4340,PAY004340,20240722,2405,233.16,Credit Card
4341,PAY004341,20240822,2405,94.72,Credit Card
4342,PAY004342,20240916,2406,2869.22,Credit Card
4343,PAY004343,20241011,2406,2072.3,SADAD
4344,PAY004344,20241111,2406,8731.29,Credit Card
4345,PAY004345,20241214,2406,1468.81,Credit Card
4346,PAY004346,20250220,2407,1422.07,Credit Card
4347,PAY004347,20250322,2407,7028.9,Bank Transfer
4348,PAY004348,20250622,2408,6321.03,Bank Transfer
4349,PAY004349,20251109,2409,482.11,Credit Card
4350,PAY004350,20251209,2409,655.03,SADAD
4351,PAY004351,20260107,2409,314.69,Cash
4352,PAY004352,20260204,2409,58.81,Bank Transfer
4353,PAY004353,20260618,2410,9728.04,Credit Card
4354,PAY004354,20230223,2411,47573.59,Credit Card
4355,PAY004355,20230330,2411,4317.71,SADAD
4356,PAY004356,20250121,2412,2730.3,SADAD
4357,PAY004357,20241221,2413,5688.87,Cash
4358,PAY004358,20240817,2414,14188.83,Credit Card
4359,PAY004359,20250720,2415,7842.54,Credit Card
4360,PAY004360,20250927,2416,11729.67,SADAD
4361,PAY004361,20260327,2417,304.03,Cash
4362,PAY004362,20260430,2417,798.19,Credit Card
4363,PAY004363,20260525,2417,973.18,SADAD
4364,PAY004364,20260629,2417,1612.53,Cash
4365,PAY004365,20240221,2418,2444.21,Cash
4366,PAY004366,20240321,2418,2616.25,Credit Card
4367,PAY004367,20250320,2419,4417.25,SADAD
4368,PAY004368,20250418,2419,1712.67,Cash
4369,PAY004369,20250926,2420,20864.04,Bank Transfer
4370,PAY004370,20250801,2421,36275.43,Credit Card
4371,PAY004371,20250902,2421,30570.13,Bank Transfer
4372,PAY004372,20230607,2422,5779.11,Bank Transfer
4373,PAY004373,20250305,2423,15220.97,Bank Transfer
4374,PAY004374,20250402,2423,23170.56,Credit Card
4375,PAY004375,20240813,2424,503.17,SADAD
4376,PAY004376,20240909,2424,106877.37,Bank Transfer
4377,PAY004377,20241103,2425,5563.16,SADAD
4378,PAY004378,20241204,2426,1126.11,Cash
4379,PAY004379,20250224,2427,1826.51,Credit Card
4380,PAY004380,20250329,2427,5255.09,Cash
4381,PAY004381,20250426,2427,6877.34,Credit Card
4382,PAY004382,20250525,2427,1180.89,Bank Transfer
4383,PAY004383,20240110,2428,14752.3,Cash
4384,PAY004384,20240207,2428,1253.12,SADAD
4385,PAY004385,20230715,2429,7190.73,Credit Card
4386,PAY004386,20260426,2430,7522.44,Bank Transfer
4387,PAY004387,20260809,2431,8966.4,Cash
4388,PAY004388,20250305,2432,1716.35,Bank Transfer
4389,PAY004389,20250404,2432,419.35,Credit Card
4390,PAY004390,20240727,2433,1794.84,Cash
4391,PAY004391,20241220,2434,299.47,Credit Card
4392,PAY004392,20250124,2434,1597.48,Bank Transfer
4393,PAY004393,20240514,2435,878.65,SADAD
4394,PAY004394,20240613,2435,2478.35,Cash
4395,PAY004395,20240713,2435,978.25,Cash
4396,PAY004396,20240811,2435,1624.17,Cash
4397,PAY004397,20250523,2436,3249.54,Bank Transfer
4398,PAY004398,20240910,2437,11783.87,Credit Card
4399,PAY004399,20241011,2437,56041.73,Credit Card
4400,PAY004400,20241109,2437,796.95,Cash
4401,PAY004401,20241214,2437,7242.09,Cash
4402,PAY004402,20260213,2438,1904.38,Cash
4403,PAY004403,20260314,2438,8299.25,Bank Transfer
4404,PAY004404,20260415,2438,1886.87,SADAD
4405,PAY004405,20260515,2438,54.97,Credit Card
4406,PAY004406,20240706,2439,1261.16,Bank Transfer
4407,PAY004407,20240804,2439,887.53,Bank Transfer
4408,PAY004408,20221122,2440,8946.78,Credit Card
4409,PAY004409,20260707,2441,1004.37,Bank Transfer
4410,PAY004410,20260802,2441,476.38,Bank Transfer
4411,PAY004411,20231218,2442,906.21,Cash
4412,PAY004412,20240214,2443,1609.17,Bank Transfer
4413,PAY004413,20250203,2444,132464.84,Cash
4414,PAY004414,20250305,2444,86858.05,Credit Card
4415,PAY004415,20220315,2445,14314.7,Cash
4416,PAY004416,20240817,2446,8646.47,Credit Card
4417,PAY004417,20240911,2446,1295.63,SADAD
4418,PAY004418,20220903,2447,281.26,Credit Card
4419,PAY004419,20221002,2447,879.55,SADAD
4420,PAY004420,20221101,2447,385.48,SADAD
4421,PAY004421,20221203,2447,275.74,SADAD
4422,PAY004422,20231015,2448,5974.42,SADAD
4423,PAY004423,20250130,2449,9321.06,Credit Card
4424,PAY004424,20250322,2450,1200.85,Cash
4425,PAY004425,20250421,2450,184.68,SADAD
4426,PAY004426,20260324,2451,1155.14,Cash
4427,PAY004427,20240403,2452,3204.66,Credit Card
4428,PAY004428,20240504,2452,22.74,Bank Transfer
4429,PAY004429,20251215,2453,1045.11,Credit Card
4430,PAY004430,20260117,2453,534.79,Bank Transfer
4431,PAY004431,20250815,2454,4308.18,Cash
4432,PAY004432,20250531,2455,6704.17,Cash
4433,PAY004433,20250627,2455,162.32,Bank Transfer
4434,PAY004434,20250101,2456,4290.9,Cash
4435,PAY004435,20241128,2457,599.55,SADAD
4436,PAY004436,20220617,2458,29468.7,Credit Card
4437,PAY004437,20230420,2459,4720.07,Cash
4438,PAY004438,20241022,2460,1843.12,SADAD
4439,PAY004439,20241121,2460,6539.13,Bank Transfer
4440,PAY004440,20250913,2461,8982.72,SADAD
4441,PAY004441,20240409,2462,3425.26,Bank Transfer
4442,PAY004442,20240505,2462,705.13,Bank Transfer
4443,PAY004443,20260627,2463,4018.12,Credit Card
4444,PAY004444,20260731,2463,8245.45,Bank Transfer
4445,PAY004445,20230422,2464,10956.69,Credit Card
4446,PAY004446,20231009,2465,1826.2,SADAD
4447,PAY004447,20231106,2465,1930.98,Credit Card
4448,PAY004448,20231204,2465,60.31,Bank Transfer
4449,PAY004449,20240103,2465,1872.94,Cash
4450,PAY004450,20241214,2466,4846.98,SADAD
4451,PAY004451,20240521,2467,13580.95,Credit Card
4452,PAY004452,20240618,2467,366.52,SADAD
4453,PAY004453,20230403,2468,13486.76,Credit Card
4454,PAY004454,20240124,2469,4.84,Bank Transfer
4455,PAY004455,20240223,2469,734.19,Credit Card
4456,PAY004456,20251029,2470,3820.35,Bank Transfer
4457,PAY004457,20250304,2471,3065.57,SADAD
4458,PAY004458,20231114,2472,2564.89,SADAD
4459,PAY004459,20231214,2472,1012.38,SADAD
4460,PAY004460,20240116,2472,103.27,Credit Card
4461,PAY004461,20240216,2472,449.73,Credit Card
4462,PAY004462,20260610,2473,3422.48,Bank Transfer
4463,PAY004463,20251003,2474,2287.54,SADAD
4464,PAY004464,20221121,2475,629.8,Bank Transfer
4465,PAY004465,20221225,2475,161.78,Bank Transfer
4466,PAY004466,20230120,2475,200.22,Credit Card
4467,PAY004467,20230223,2475,385.31,Bank Transfer
4468,PAY004468,20241117,2476,960.42,Credit Card
4469,PAY004469,20250713,2477,9323.95,SADAD
4470,PAY004470,20251109,2478,2043.09,Credit Card
4471,PAY004471,20251211,2478,2502.0,Credit Card
4472,PAY004472,20240524,2479,8731.09,SADAD
4473,PAY004473,20260130,2480,7855.9,SADAD
4474,PAY004474,20250717,2481,10601.68,Cash
4475,PAY004475,20250819,2481,14337.63,SADAD
4476,PAY004476,20250719,2482,5252.47,SADAD
4477,PAY004477,20250819,2482,2252.21,Bank Transfer
4478,PAY004478,20260309,2483,484.29,Cash
4479,PAY004479,20250427,2484,1256.49,SADAD
4480,PAY004480,20250526,2484,528.33,Bank Transfer
4481,PAY004481,20250629,2484,23.44,SADAD
4482,PAY004482,20250727,2484,632.66,SADAD
4483,PAY004483,20241030,2485,21599.4,Cash
4484,PAY004484,20240724,2486,1176.61,Credit Card
4485,PAY004485,20230502,2487,1252.93,Credit Card
4486,PAY004486,20230412,2488,3926.01,Cash
4487,PAY004487,20240828,2489,6468.73,Credit Card
4488,PAY004488,20260622,2490,19584.71,Bank Transfer
4489,PAY004489,20231123,2491,155.38,Bank Transfer
4490,PAY004490,20231225,2491,138.65,Bank Transfer
4491,PAY004491,20260323,2492,27184.68,Cash
4492,PAY004492,20241011,2493,9454.3,Bank Transfer
4493,PAY004493,20241112,2493,87660.6,SADAD
4494,PAY004494,20230804,2494,1186.39,Credit Card
4495,PAY004495,20221107,2495,6295.43,Cash
4496,PAY004496,20230923,2496,10324.89,Cash
4497,PAY004497,20240326,2497,2282.2,Cash
4498,PAY004498,20240426,2497,397.65,Bank Transfer
4499,PAY004499,20250905,2498,1344.38,Bank Transfer
4500,PAY004500,20251005,2498,2623.42,Cash
4501,PAY004501,20251101,2498,424.04,Credit Card
4502,PAY004502,20251129,2498,653.46,Cash
4503,PAY004503,20251022,2499,23902.63,Cash
4504,PAY004504,20231024,2500,3434.03,Cash
4505,PAY004505,20250604,2501,708.72,Cash
4506,PAY004506,20250705,2501,1565.54,SADAD
4507,PAY004507,20250801,2501,646.69,SADAD
4508,PAY004508,20250830,2501,2793.29,Bank Transfer
4509,PAY004509,20230723,2502,124.49,Cash
4510,PAY004510,20230824,2502,1501.7,Cash
4511,PAY004511,20250823,2503,4512.46,Bank Transfer
4512,PAY004512,20250926,2503,1225.17,Cash
4513,PAY004513,20240129,2504,4102.91,SADAD
4514,PAY004514,20240301,2504,794.7,Cash
4515,PAY004515,20240329,2504,307.09,SADAD
4516,PAY004516,20240426,2504,19753.38,Bank Transfer
4517,PAY004517,20240316,2505,962.55,Cash
4518,PAY004518,20250225,2506,1351.45,Cash
4519,PAY004519,20250401,2506,4624.95,Cash
4520,PAY004520,20250825,2507,3832.6,SADAD
4521,PAY004521,20250922,2507,15090.91,Bank Transfer
4522,PAY004522,20251022,2507,1047.55,SADAD
4523,PAY004523,20251119,2507,9661.7,Credit Card
4524,PAY004524,20220320,2508,662.79,Credit Card
4525,PAY004525,20220421,2508,252.14,Credit Card
4526,PAY004526,20251110,2509,3043.19,Credit Card
4527,PAY004527,20240419,2510,2634.18,Cash
4528,PAY004528,20240520,2510,4912.39,Bank Transfer
4529,PAY004529,20230318,2511,2975.79,SADAD
4530,PAY004530,20260103,2512,2542.11,SADAD
4531,PAY004531,20241104,2513,292.22,SADAD
4532,PAY004532,20241204,2513,778.44,Bank Transfer
4533,PAY004533,20250101,2513,587.79,Cash
4534,PAY004534,20250202,2513,681.93,SADAD
4535,PAY004535,20250109,2514,7718.79,Credit Card
4536,PAY004536,20250210,2514,12797.79,Credit Card
4537,PAY004537,20250415,2515,9558.59,Cash
4538,PAY004538,20250605,2516,8436.69,Cash
4539,PAY004539,20230502,2517,7948.44,SADAD
4540,PAY004540,20230627,2518,114.06,Credit Card
4541,PAY004541,20230725,2518,883.04,Bank Transfer
4542,PAY004542,20230827,2518,478.24,SADAD
4543,PAY004543,20230924,2518,858.58,SADAD
4544,PAY004544,20230611,2519,5591.96,Credit Card
4545,PAY004545,20230714,2519,2356.93,Cash
4546,PAY004546,20230901,2520,4898.35,SADAD
4547,PAY004547,20231003,2520,3967.31,Credit Card
4548,PAY004548,20230630,2521,1261.85,Bank Transfer
4549,PAY004549,20260216,2522,15096.9,Cash
4550,PAY004550,20260319,2522,19668.97,Cash
4551,PAY004551,20230704,2523,8704.47,SADAD
4552,PAY004552,20250718,2524,333.68,Cash
4553,PAY004553,20250821,2524,121.93,Cash
4554,PAY004554,20250916,2524,578.04,SADAD
4555,PAY004555,20251019,2524,621.93,Cash
4556,PAY004556,20230630,2525,1853.48,SADAD
4557,PAY004557,20230802,2525,2465.24,Bank Transfer
4558,PAY004558,20250708,2526,14819.27,Credit Card
4559,PAY004559,20260619,2527,4295.3,Bank Transfer
4560,PAY004560,20240918,2528,95.97,Cash
4561,PAY004561,20241015,2528,57.01,Cash
4562,PAY004562,20241115,2528,1166.79,Cash
4563,PAY004563,20241216,2528,379.33,Bank Transfer
4564,PAY004564,20241025,2529,2558.19,Cash
4565,PAY004565,20241126,2529,313.47,Cash
4566,PAY004566,20240131,2530,45337.64,Cash
4567,PAY004567,20250902,2531,4710.96,Bank Transfer
4568,PAY004568,20251022,2532,12103.51,Bank Transfer
4569,PAY004569,20250316,2533,214703.22,Bank Transfer
4570,PAY004570,20250412,2533,32772.0,Bank Transfer
4571,PAY004571,20241211,2534,5423.84,SADAD
4572,PAY004572,20240528,2535,234878.96,Cash
4573,PAY004573,20220901,2536,67739.01,SADAD
4574,PAY004574,20240412,2537,1564.16,Bank Transfer
4575,PAY004575,20250923,2538,15591.26,Credit Card
4576,PAY004576,20240921,2539,4783.5,SADAD
4577,PAY004577,20240107,2540,6097.89,Credit Card
4578,PAY004578,20250217,2541,2979.66,Cash
4579,PAY004579,20240405,2542,1543.35,Bank Transfer
4580,PAY004580,20240502,2542,106.43,Bank Transfer
4581,PAY004581,20240603,2542,0.54,Credit Card
4582,PAY004582,20240630,2542,48.58,Bank Transfer
4583,PAY004583,20250309,2543,1490.91,Credit Card
4584,PAY004584,20260419,2544,1106.08,Cash
4585,PAY004585,20260518,2544,140.52,SADAD
4586,PAY004586,20250827,2545,3217.36,Cash
4587,PAY004587,20250926,2545,1535.77,Credit Card
4588,PAY004588,20251025,2545,13737.53,Cash
4589,PAY004589,20251123,2545,23756.14,Bank Transfer
4590,PAY004590,20230317,2546,3357.94,SADAD
4591,PAY004591,20230417,2546,98.51,Cash
4592,PAY004592,20230518,2546,2388.91,Bank Transfer
4593,PAY004593,20230612,2546,493.28,Bank Transfer
4594,PAY004594,20231026,2547,535.66,Bank Transfer
4595,PAY004595,20231127,2547,665.69,Cash
4596,PAY004596,20231229,2547,799.19,SADAD
4597,PAY004597,20240128,2547,62.52,Bank Transfer
4598,PAY004598,20250820,2548,246577.79,SADAD
4599,PAY004599,20241210,2549,8801.52,Credit Card
4600,PAY004600,20250122,2550,5177.67,Bank Transfer
4601,PAY004601,20250218,2550,750.12,Bank Transfer
4602,PAY004602,20250324,2550,167.3,Credit Card
4603,PAY004603,20250421,2550,5053.07,Credit Card
4604,PAY004604,20260317,2551,9580.96,Bank Transfer
4605,PAY004605,20250319,2552,574.32,Bank Transfer
4606,PAY004606,20250419,2552,53.95,SADAD
4607,PAY004607,20250717,2553,7097.0,SADAD
4608,PAY004608,20230818,2554,889.3,Bank Transfer
4609,PAY004609,20230917,2554,1611.23,Credit Card
4610,PAY004610,20231020,2554,3992.44,SADAD
4611,PAY004611,20231115,2554,752.63,SADAD
4612,PAY004612,20250523,2555,13650.64,Cash
4613,PAY004613,20230301,2556,223041.46,Cash
4614,PAY004614,20241008,2557,23443.5,Bank Transfer
4615,PAY004615,20251110,2558,3923.34,Credit Card
4616,PAY004616,20251211,2558,1288.5,Credit Card
4617,PAY004617,20230726,2559,17945.8,Cash
4618,PAY004618,20230824,2559,1501.03,Credit Card
4619,PAY004619,20230923,2559,8808.77,Cash
4620,PAY004620,20231023,2559,175.98,Bank Transfer
4621,PAY004621,20250519,2560,5998.59,Cash
4622,PAY004622,20230726,2561,29526.08,SADAD
4623,PAY004623,20240623,2562,8115.32,SADAD
4624,PAY004624,20250427,2563,2017.04,Bank Transfer
4625,PAY004625,20250531,2563,1067.47,Cash
4626,PAY004626,20250628,2563,2777.12,SADAD
4627,PAY004627,20250730,2563,124.82,Bank Transfer
4628,PAY004628,20260107,2564,5436.58,Credit Card
4629,PAY004629,20220502,2565,840.21,Cash
4630,PAY004630,20251123,2566,1076.21,SADAD
4631,PAY004631,20251223,2566,471.07,Credit Card
4632,PAY004632,20250913,2567,1964.78,SADAD
4633,PAY004633,20250330,2568,9596.23,Cash
4634,PAY004634,20250430,2568,5197.24,Bank Transfer
4635,PAY004635,20260118,2569,5854.43,Cash
4636,PAY004636,20260219,2569,31977.78,SADAD
4637,PAY004637,20260124,2570,2472.53,Bank Transfer
4638,PAY004638,20251113,2571,189.9,Credit Card
4639,PAY004639,20230326,2572,14759.17,Credit Card
4640,PAY004640,20250723,2573,2490.03,SADAD
4641,PAY004641,20251111,2574,2378.35,Cash
4642,PAY004642,20250428,2575,984.86,Cash
4643,PAY004643,20240927,2576,5459.76,Bank Transfer
4644,PAY004644,20241101,2576,16675.26,Cash
4645,PAY004645,20251203,2577,5519.52,Cash
4646,PAY004646,20240215,2578,41956.17,Cash
4647,PAY004647,20231111,2579,559.53,Bank Transfer
4648,PAY004648,20231208,2579,129.51,SADAD
4649,PAY004649,20240106,2579,47.97,SADAD
4650,PAY004650,20240208,2579,745.29,Credit Card
4651,PAY004651,20220802,2580,342.91,Credit Card
4652,PAY004652,20220902,2580,451.43,SADAD
4653,PAY004653,20221001,2580,2091.07,Credit Card
4654,PAY004654,20221030,2580,313.01,SADAD
4655,PAY004655,20241006,2581,9516.33,Cash
4656,PAY004656,20250606,2582,1204.69,SADAD
4657,PAY004657,20250701,2582,7182.54,Credit Card
4658,PAY004658,20250917,2583,5443.09,Bank Transfer
4659,PAY004659,20251019,2583,1174.4,SADAD
4660,PAY004660,20251117,2583,567.17,Credit Card
4661,PAY004661,20251214,2583,217.78,Bank Transfer
4662,PAY004662,20251013,2584,5397.84,Cash
4663,PAY004663,20251112,2584,2064.95,Credit Card
4664,PAY004664,20260520,2585,126811.54,SADAD
4665,PAY004665,20240607,2586,14782.65,Bank Transfer
4666,PAY004666,20241007,2587,7742.06,SADAD
4667,PAY004667,20230810,2588,4426.47,SADAD
4668,PAY004668,20250821,2589,1559.81,SADAD
4669,PAY004669,20230316,2590,82.29,SADAD
4670,PAY004670,20230414,2590,3740.97,Credit Card
4671,PAY004671,20240105,2591,1419.65,Bank Transfer
4672,PAY004672,20240205,2591,1251.96,SADAD
4673,PAY004673,20240309,2591,861.32,Cash
4674,PAY004674,20240406,2591,557.92,Cash
4675,PAY004675,20251220,2592,2333.05,Bank Transfer
4676,PAY004676,20250729,2593,1781.3,SADAD
4677,PAY004677,20250828,2593,6717.21,Credit Card
4678,PAY004678,20250411,2594,137.28,Credit Card
4679,PAY004679,20250512,2594,591.1,Cash
4680,PAY004680,20250611,2594,84.81,Credit Card
4681,PAY004681,20250710,2594,748.23,Credit Card
4682,PAY004682,20220326,2595,18120.33,Credit Card
4683,PAY004683,20250909,2596,2507.23,SADAD
4684,PAY004684,20251006,2597,1147.62,Bank Transfer
4685,PAY004685,20251107,2597,126.06,Bank Transfer
4686,PAY004686,20250518,2598,1588.66,SADAD
4687,PAY004687,20260204,2599,76.08,Bank Transfer
4688,PAY004688,20260311,2599,1888.73,Bank Transfer
4689,PAY004689,20251003,2600,1412.12,SADAD
4690,PAY004690,20251114,2601,2291.87,Bank Transfer
4691,PAY004691,20260429,2602,2265.51,Bank Transfer
4692,PAY004692,20260602,2602,3700.86,Bank Transfer
4693,PAY004693,20260627,2602,3659.11,Bank Transfer
4694,PAY004694,20260730,2602,93.45,Credit Card
4695,PAY004695,20251124,2603,1569.85,Bank Transfer
4696,PAY004696,20251228,2603,4612.23,SADAD
4697,PAY004697,20260124,2603,8703.18,Cash
4698,PAY004698,20260223,2603,9228.57,Bank Transfer
4699,PAY004699,20250808,2604,1733.67,Bank Transfer
4700,PAY004700,20250907,2604,4369.69,Credit Card
4701,PAY004701,20251006,2604,6444.0,Cash
4702,PAY004702,20251101,2604,1671.21,Cash
4703,PAY004703,20260429,2605,944.93,SADAD
4704,PAY004704,20260602,2605,4152.82,Credit Card
4705,PAY004705,20250514,2606,7311.37,SADAD
4706,PAY004706,20260322,2607,4917.02,Credit Card
4707,PAY004707,20230828,2608,7777.04,Cash
4708,PAY004708,20251205,2609,61884.43,SADAD
4709,PAY004709,20260105,2609,15524.93,Cash
4710,PAY004710,20230711,2610,11821.87,Credit Card
4711,PAY004711,20230809,2610,21816.16,SADAD
4712,PAY004712,20231105,2611,9343.29,SADAD
4713,PAY004713,20230617,2612,4014.36,Bank Transfer
4714,PAY004714,20260217,2613,1249.73,Cash
4715,PAY004715,20260324,2613,3608.95,SADAD
4716,PAY004716,20260423,2613,611.21,SADAD
4717,PAY004717,20260518,2613,1223.42,Bank Transfer
4718,PAY004718,20250409,2614,21208.04,SADAD
4719,PAY004719,20260402,2615,23525.55,SADAD
4720,PAY004720,20250922,2616,1037.71,Credit Card
4721,PAY004721,20250626,2617,93711.7,Bank Transfer
4722,PAY004722,20250726,2617,20665.85,Bank Transfer
4723,PAY004723,20250824,2617,41988.82,Cash
4724,PAY004724,20250922,2617,90992.33,Credit Card
4725,PAY004725,20220523,2618,39862.64,Bank Transfer
4726,PAY004726,20220621,2618,21333.01,Cash
4727,PAY004727,20260329,2619,523.54,Bank Transfer
4728,PAY004728,20260429,2619,730.92,Cash
4729,PAY004729,20260602,2619,532.65,Credit Card
4730,PAY004730,20260630,2619,111.44,Bank Transfer
4731,PAY004731,20250605,2620,517.44,Cash
4732,PAY004732,20250708,2620,1906.82,Bank Transfer
4733,PAY004733,20241124,2621,6922.72,SADAD
4734,PAY004734,20251122,2622,6503.88,Cash
4735,PAY004735,20241114,2623,8482.67,SADAD
4736,PAY004736,20231129,2624,1739.38,Cash
4737,PAY004737,20231229,2624,2909.41,SADAD
4738,PAY004738,20231107,2625,8404.01,Bank Transfer
4739,PAY004739,20230115,2626,10660.84,Credit Card
4740,PAY004740,20251014,2627,398.28,Cash
4741,PAY004741,20251117,2627,1005.64,Cash
4742,PAY004742,20241223,2628,11792.59,Credit Card
4743,PAY004743,20230628,2629,2693.16,Cash
4744,PAY004744,20260622,2630,5513.44,SADAD
4745,PAY004745,20260721,2630,407.84,Credit Card
4746,PAY004746,20250714,2631,4429.58,Bank Transfer
4747,PAY004747,20250813,2631,917.76,Cash
4748,PAY004748,20250107,2632,16810.73,Cash
4749,PAY004749,20250309,2633,1422.14,Credit Card
4750,PAY004750,20260123,2634,9.6,Bank Transfer
4751,PAY004751,20260221,2634,1387.84,Bank Transfer
4752,PAY004752,20260323,2634,255.43,Bank Transfer
4753,PAY004753,20260420,2634,384.51,Credit Card
4754,PAY004754,20230716,2635,3008.13,SADAD
4755,PAY004755,20240920,2636,1171.2,Cash
4756,PAY004756,20231203,2637,3874.78,SADAD
4757,PAY004757,20240101,2637,5056.09,Cash
4758,PAY004758,20240201,2637,7353.21,Credit Card
4759,PAY004759,20240301,2637,542.76,Credit Card
4760,PAY004760,20260402,2638,2590.03,Cash
4761,PAY004761,20260430,2638,1309.59,Cash
4762,PAY004762,20260531,2638,203.23,SADAD
4763,PAY004763,20260702,2638,3162.65,Credit Card
4764,PAY004764,20251228,2639,10660.25,Cash
4765,PAY004765,20260127,2639,1505.22,Cash
4766,PAY004766,20260226,2639,2057.88,Cash
4767,PAY004767,20260325,2639,4747.77,Bank Transfer
4768,PAY004768,20260124,2640,4077.22,SADAD
4769,PAY004769,20240408,2641,60583.03,Credit Card
4770,PAY004770,20251018,2642,2045.52,Cash
4771,PAY004771,20251212,2643,12995.94,SADAD
4772,PAY004772,20240511,2644,3395.77,Credit Card
4773,PAY004773,20240613,2644,1753.21,Bank Transfer
4774,PAY004774,20240713,2644,1316.42,Cash
4775,PAY004775,20240809,2644,721.9,Cash
4776,PAY004776,20230519,2645,309.77,Bank Transfer
4777,PAY004777,20230614,2645,5758.13,Cash
4778,PAY004778,20251122,2646,3761.01,Credit Card
4779,PAY004779,20250429,2647,3023.7,Credit Card
4780,PAY004780,20240721,2648,4652.8,Bank Transfer
4781,PAY004781,20240824,2648,38711.17,Cash
4782,PAY004782,20230606,2649,614.19,Bank Transfer
4783,PAY004783,20230703,2649,209.56,Credit Card
4784,PAY004784,20230801,2649,671.52,Cash
4785,PAY004785,20230905,2649,685.66,SADAD
4786,PAY004786,20250212,2650,2002.66,Credit Card
