policy_key,policy_id,policy_date_key,customer_key,product_key,agent_key,branch_key,policy_type,sum_insured,gross_written_premium,policy_start_date,policy_end_date,is_renewal,is_cancelled
1511,POL001511,20220907,591,2,12,2,New Business,14645.36,1309.94,2022-09-07,2023-09-07,False,False
1512,POL001512,20240531,2645,8,14,2,New Business,93297.56,10145.29,2024-05-31,2025-05-31,False,False
1513,POL001513,20250622,2548,3,4,5,New Business,92591.72,7937.06,2025-06-22,2026-06-22,False,False
1514,POL001514,20241125,407,3,25,2,New Business,117280.82,8561.46,2024-11-25,2025-11-25,False,False
1515,POL001515,20231116,1636,1,29,3,Renewal,82806.86,8249.32,2023-11-16,2024-11-15,True,False
1516,POL001516,20230620,621,9,3,2,New Business,129188.35,10745.41,2023-06-20,2024-06-19,False,False
1517,POL001517,20251013,1602,8,27,1,Renewal,31694.07,3584.92,2025-10-13,2026-10-13,True,False
1518,POL001518,20240906,1677,2,35,4,Renewal,18525.38,2281.53,2024-09-06,2025-09-06,True,False
1519,POL001519,20260421,2478,3,21,3,New Business,88089.91,9627.99,2026-04-21,2027-04-21,False,False
1520,POL001520,20251128,1367,1,37,3,Cancellation,37584.03,1495.31,2025-11-28,2026-11-28,False,True
1521,POL001521,20240916,367,4,13,3,Renewal,100608.13,11955.4,2024-09-16,2025-09-16,True,False
1522,POL001522,20251109,657,3,6,1,New Business,153734.63,10612.32,2025-11-09,2026-11-09,False,False
1523,POL001523,20260126,169,2,33,2,Renewal,9572.63,1074.75,2026-01-26,2027-01-26,True,False
1524,POL001524,20250331,584,2,12,2,New Business,43898.66,2487.01,2025-03-31,2026-03-31,False,False
1525,POL001525,20250224,2908,1,18,1,Renewal,39092.23,2232.8,2025-02-24,2026-02-24,True,False
1526,POL001526,20250907,455,9,37,3,New Business,185416.28,10479.69,2025-09-07,2026-09-07,False,False
1527,POL001527,20231025,1942,9,1,1,Renewal,104860.79,8980.33,2023-10-25,2024-10-24,True,False
1528,POL001528,20250517,593,2,15,3,Renewal,24425.32,2120.69,2025-05-17,2026-05-17,True,False
1529,POL001529,20260606,540,7,12,2,New Business,336084.66,36875.18,2026-06-06,2027-06-06,False,False
1530,POL001530,20250317,591,2,22,5,New Business,27197.07,1436.23,2025-03-17,2026-03-17,False,False
1531,POL001531,20250819,338,1,10,4,Cancellation,87163.46,1986.07,2025-08-19,2026-08-19,False,True
1532,POL001532,20260524,1113,1,20,4,Renewal,73825.29,5528.77,2026-05-24,2027-05-24,True,False
1533,POL001533,20241230,739,8,25,2,Renewal,72304.97,6886.89,2024-12-30,2025-12-30,True,False
1534,POL001534,20250713,2628,1,23,3,New Business,72760.58,6802.73,2025-07-13,2026-07-13,False,False
1535,POL001535,20250428,1676,1,6,1,Renewal,38377.36,2519.5,2025-04-28,2026-04-28,True,False
1536,POL001536,20230503,2283,2,2,3,Cancellation,14077.75,205.31,2023-05-03,2024-05-02,False,True
1537,POL001537,20230724,2835,2,23,3,Renewal,26072.46,2135.5,2023-07-24,2024-07-23,True,False
1538,POL001538,20260330,539,2,7,5,New Business,19206.61,1199.74,2026-03-30,2027-03-30,False,False
1539,POL001539,20250102,2200,2,38,1,Cancellation,16825.12,930.39,2025-01-02,2026-01-02,False,True
1540,POL001540,20260219,1658,4,19,5,Renewal,202009.36,11459.57,2026-02-19,2027-02-19,True,False
1541,POL001541,20250425,1046,8,31,3,Renewal,142478.37,8144.43,2025-04-25,2026-04-25,True,False
1542,POL001542,20250515,2105,8,27,1,New Business,140582.87,10364.94,2025-05-15,2026-05-15,False,False
1543,POL001543,20250919,40,9,33,2,Renewal,254490.11,21670.65,2025-09-19,2026-09-19,True,False
1544,POL001544,20231127,2094,1,15,3,Renewal,50055.74,3150.5,2023-11-27,2024-11-26,True,False
1545,POL001545,20251031,2313,9,8,5,Renewal,122191.08,8798.1,2025-10-31,2026-10-31,True,False
1546,POL001546,20240922,2324,4,9,5,New Business,116573.69,10041.4,2024-09-22,2025-09-22,False,False
1547,POL001547,20221014,2340,1,34,2,Cancellation,81614.12,2706.79,2022-10-14,2023-10-14,False,True
1548,POL001548,20250126,2491,1,9,5,Renewal,39708.26,2278.8,2025-01-26,2026-01-26,True,False
1549,POL001549,20260317,1142,9,35,4,New Business,129645.79,9788.61,2026-03-17,2027-03-17,False,False
1550,POL001550,20250120,161,3,33,2,New Business,73947.83,6918.76,2025-01-20,2026-01-20,False,False
1551,POL001551,20230627,1681,9,21,3,New Business,76244.91,7438.6,2023-06-27,2024-06-26,False,False
1552,POL001552,20260309,40,6,11,1,New Business,92937.88,9295.65,2026-03-09,2027-03-09,False,False
1553,POL001553,20241006,2014,7,10,4,Renewal,936647.43,76079.96,2024-10-06,2025-10-06,True,False
1554,POL001554,20231212,853,2,14,2,New Business,18391.74,2229.99,2023-12-12,2024-12-11,False,False
1555,POL001555,20250105,1544,4,16,4,Renewal,252464.69,14916.39,2025-01-05,2026-01-05,True,False
1556,POL001556,20251017,1858,9,16,4,Renewal,69983.14,4560.28,2025-10-17,2026-10-17,True,False
1557,POL001557,20241217,2135,1,37,3,Renewal,37447.62,2527.25,2024-12-17,2025-12-17,True,False
1558,POL001558,20251207,1033,1,8,5,New Business,27605.14,3436.98,2025-12-07,2026-12-07,False,False
1559,POL001559,20240306,379,4,25,2,Renewal,98172.23,5810.18,2024-03-06,2025-03-06,True,False
1560,POL001560,20251225,963,1,9,5,Renewal,42684.59,4097.0,2025-12-25,2026-12-25,True,False
1561,POL001561,20221229,2384,3,35,4,Cancellation,115983.21,2563.62,2022-12-29,2023-12-29,False,True
1562,POL001562,20260204,184,6,25,2,New Business,266166.64,15173.21,2026-02-04,2027-02-04,False,False
1563,POL001563,20260208,2226,2,6,1,Cancellation,36224.18,735.95,2026-02-08,2027-02-08,False,True
1564,POL001564,20230708,1057,3,25,2,New Business,66582.47,7735.0,2023-07-08,2024-07-07,False,False
1565,POL001565,20231201,2415,9,33,2,New Business,242098.47,22776.27,2023-12-01,2024-11-30,False,False
1566,POL001566,20240717,397,3,16,4,Cancellation,100695.82,1658.45,2024-07-17,2025-07-17,False,True
1567,POL001567,20240712,1304,8,6,1,Renewal,42758.48,2915.97,2024-07-12,2025-07-12,True,False
1568,POL001568,20250226,1062,2,22,5,Renewal,38258.28,2235.92,2025-02-26,2026-02-26,True,False
1569,POL001569,20221121,1266,9,10,4,Cancellation,127919.04,2863.56,2022-11-21,2023-11-21,False,True
1570,POL001570,20250625,50,8,5,4,New Business,110250.93,9274.68,2025-06-25,2026-06-25,False,False
1571,POL001571,20240718,1692,1,27,1,New Business,79137.73,6672.76,2024-07-18,2025-07-18,False,False
1572,POL001572,20240819,2488,9,39,1,New Business,155184.02,10356.61,2024-08-19,2025-08-19,False,False
1573,POL001573,20240911,1657,6,28,4,Renewal,405005.3,24407.66,2024-09-11,2025-09-11,True,False
1574,POL001574,20250825,2255,1,9,5,New Business,95157.96,6050.4,2025-08-25,2026-08-25,False,False
1575,POL001575,20241004,571,1,35,4,Cancellation,144724.38,1566.99,2024-10-04,2025-10-04,False,True
1576,POL001576,20241117,912,1,33,2,Renewal,40589.6,2128.53,2024-11-17,2025-11-17,True,False
1577,POL001577,20250611,5,2,10,4,Cancellation,22452.75,206.68,2025-06-11,2026-06-11,False,True
1578,POL001578,20251220,287,2,32,1,New Business,10849.6,911.95,2025-12-20,2026-12-20,False,False
1579,POL001579,20231031,932,1,23,3,Renewal,28717.75,2784.93,2023-10-31,2024-10-30,True,False
1580,POL001580,20230906,911,2,23,3,Cancellation,18861.44,568.29,2023-09-06,2024-09-05,False,True
1581,POL001581,20251224,388,1,36,5,Cancellation,116620.66,2121.9,2025-12-24,2026-12-24,False,True
1582,POL001582,20251028,2813,4,27,1,Cancellation,154080.26,4889.6,2025-10-28,2026-10-28,False,True
1583,POL001583,20221010,1418,9,37,3,New Business,291759.26,18250.12,2022-10-10,2023-10-10,False,False
1584,POL001584,20250329,469,8,3,2,New Business,146211.07,9606.9,2025-03-29,2026-03-29,False,False
1585,POL001585,20231026,1084,1,28,4,New Business,13723.17,1587.34,2023-10-26,2024-10-25,False,False
1586,POL001586,20250709,993,1,34,2,New Business,52296.8,5785.05,2025-07-09,2026-07-09,False,False
1587,POL001587,20221012,720,1,13,3,Cancellation,53891.61,2644.87,2022-10-12,2023-10-12,False,True
1588,POL001588,20260417,1750,9,5,4,New Business,222151.04,23381.56,2026-04-17,2027-04-17,False,False
1589,POL001589,20240809,1084,5,35,4,Renewal,1454152.03,178679.19,2024-08-09,2025-08-09,True,False
1590,POL001590,20250630,1783,6,21,3,New Business,219225.1,12330.73,2025-06-30,2026-06-30,False,False
1591,POL001591,20251007,1060,8,20,4,New Business,71033.52,8306.03,2025-10-07,2026-10-07,False,False
1592,POL001592,20240209,2684,8,12,2,Renewal,195333.19,9894.48,2024-02-09,2025-02-08,True,False
1593,POL001593,20250109,897,2,20,4,New Business,33336.36,1701.12,2025-01-09,2026-01-09,False,False
1594,POL001594,20251209,361,1,22,5,New Business,42142.32,3400.93,2025-12-09,2026-12-09,False,False
1595,POL001595,20221128,2564,6,14,2,Cancellation,167520.43,7477.52,2022-11-28,2023-11-28,False,True
1596,POL001596,20220425,1433,1,36,5,Cancellation,80768.95,5382.75,2022-04-25,2023-04-25,False,True
1597,POL001597,20231217,669,3,21,3,Renewal,175588.79,10332.74,2023-12-17,2024-12-16,True,False
1598,POL001598,20260213,1880,1,12,2,New Business,139251.5,7017.88,2026-02-13,2027-02-13,False,False
1599,POL001599,20241220,1714,3,25,2,Cancellation,87632.2,2245.72,2024-12-20,2025-12-20,False,True
1600,POL001600,20240719,533,9,18,1,Cancellation,559650.85,11801.22,2024-07-19,2025-07-19,False,True
1601,POL001601,20250912,1675,3,35,4,Renewal,94118.28,5150.08,2025-09-12,2026-09-12,True,False
1602,POL001602,20250411,2555,1,19,5,Renewal,56583.79,3150.82,2025-04-11,2026-04-11,True,False
1603,POL001603,20240923,2369,6,4,5,Renewal,249009.75,20180.27,2024-09-23,2025-09-23,True,False
1604,POL001604,20260612,446,1,33,2,New Business,120509.58,8149.42,2026-06-12,2027-06-12,False,False
1605,POL001605,20230301,597,9,9,5,New Business,422509.53,23001.06,2023-03-01,2024-02-29,False,False
1606,POL001606,20240926,1260,8,4,5,New Business,76415.49,5863.99,2024-09-26,2025-09-26,False,False
1607,POL001607,20221230,1550,6,36,5,New Business,75673.05,8114.59,2022-12-30,2023-12-30,False,False
1608,POL001608,20250318,2610,1,28,4,Renewal,72421.08,4747.3,2025-03-18,2026-03-18,True,False
1609,POL001609,20251006,671,7,23,3,New Business,1227059.66,70407.95,2025-10-06,2026-10-06,False,False
1610,POL001610,20241015,1638,1,18,1,Renewal,91502.19,5823.04,2024-10-15,2025-10-15,True,False
1611,POL001611,20230430,507,1,7,5,Renewal,56558.34,3684.7,2023-04-30,2024-04-29,True,False
1612,POL001612,20250717,2240,7,36,5,New Business,739371.74,75747.38,2025-07-17,2026-07-17,False,False
1613,POL001613,20250119,2739,1,28,4,New Business,54242.41,5067.41,2025-01-19,2026-01-19,False,False
1614,POL001614,20250111,1178,6,33,2,Renewal,503728.49,35897.83,2025-01-11,2026-01-11,True,False
1615,POL001615,20260323,266,1,34,2,Renewal,131048.9,8713.22,2026-03-23,2027-03-23,True,False
1616,POL001616,20250506,96,2,26,1,New Business,20422.18,1110.26,2025-05-06,2026-05-06,False,False
1617,POL001617,20220912,403,1,7,5,Cancellation,52020.01,922.27,2022-09-12,2023-09-12,False,True
1618,POL001618,20251005,1274,8,13,3,Renewal,128546.64,11328.1,2025-10-05,2026-10-05,True,False
1619,POL001619,20240605,764,8,16,4,Renewal,82058.92,8709.69,2024-06-05,2025-06-05,True,False
1620,POL001620,20220902,1274,2,40,4,Renewal,13206.57,921.3,2022-09-02,2023-09-02,True,False
1621,POL001621,20250126,982,1,32,1,New Business,104085.82,6284.48,2025-01-26,2026-01-26,False,False
1622,POL001622,20230309,2070,5,25,2,New Business,1876710.37,215677.89,2023-03-09,2024-03-08,False,False
1623,POL001623,20250527,2863,1,13,3,New Business,105757.12,7915.56,2025-05-27,2026-05-27,False,False
1624,POL001624,20241205,2552,8,39,1,Cancellation,77097.92,1298.42,2024-12-05,2025-12-05,False,True
1625,POL001625,20250105,55,1,14,2,New Business,126436.67,6571.06,2025-01-05,2026-01-05,False,False
1626,POL001626,20241019,986,8,7,5,Renewal,200473.91,14364.11,2024-10-19,2025-10-19,True,False
1627,POL001627,20241114,1912,1,36,5,New Business,151091.63,8699.38,2024-11-14,2025-11-14,False,False
1628,POL001628,20231118,2582,1,25,2,Renewal,59150.05,5994.7,2023-11-18,2024-11-17,True,False
1629,POL001629,20250703,1454,9,40,4,Cancellation,428530.1,9930.9,2025-07-03,2026-07-03,False,True
1630,POL001630,20231220,2384,1,19,5,Renewal,30991.87,1982.39,2023-12-20,2024-12-19,True,False
1631,POL001631,20240922,1347,8,24,1,Cancellation,214028.12,1907.29,2024-09-22,2025-09-22,False,True
1632,POL001632,20251130,1396,9,15,3,New Business,272518.92,27285.23,2025-11-30,2026-11-30,False,False
1633,POL001633,20240122,1936,1,11,1,Renewal,113204.65,7026.13,2024-01-22,2025-01-21,True,False
1634,POL001634,20231207,2141,8,1,1,Renewal,196708.54,11335.92,2023-12-07,2024-12-06,True,False
1635,POL001635,20241123,231,4,15,3,Renewal,363689.58,18799.29,2024-11-23,2025-11-23,True,False
1636,POL001636,20260510,113,1,36,5,Renewal,48473.82,5193.91,2026-05-10,2027-05-10,True,False
1637,POL001637,20240116,634,4,9,5,Renewal,179811.99,11153.1,2024-01-16,2025-01-15,True,False
1638,POL001638,20250625,2409,8,25,2,New Business,164359.13,11837.24,2025-06-25,2026-06-25,False,False
1639,POL001639,20241011,811,1,32,1,New Business,26508.96,2472.8,2024-10-11,2025-10-11,False,False
1640,POL001640,20240312,1718,3,36,5,Renewal,93311.27,4964.41,2024-03-12,2025-03-12,True,False
1641,POL001641,20250922,1175,1,36,5,New Business,90272.7,5414.13,2025-09-22,2026-09-22,False,False
1642,POL001642,20221225,1442,4,30,3,Renewal,151344.38,10805.67,2022-12-25,2023-12-25,True,False
1643,POL001643,20230706,2668,1,17,3,Renewal,24889.66,2160.95,2023-07-06,2024-07-05,True,False
1644,POL001644,20240208,553,8,14,2,Renewal,132607.57,6776.72,2024-02-08,2025-02-07,True,False
1645,POL001645,20230907,498,1,26,1,Renewal,100255.81,5738.05,2023-09-07,2024-09-06,True,False
1646,POL001646,20250908,2740,2,25,2,Renewal,40111.51,2208.42,2025-09-08,2026-09-08,True,False
1647,POL001647,20250331,2730,1,31,3,New Business,123065.46,6988.32,2025-03-31,2026-03-31,False,False
1648,POL001648,20260426,1461,6,5,4,Renewal,475538.86,29207.99,2026-04-26,2027-04-26,True,False
1649,POL001649,20250507,1494,1,10,4,New Business,37010.06,4274.16,2025-05-07,2026-05-07,False,False
1650,POL001650,20251204,1666,1,20,4,Renewal,77505.01,6121.68,2025-12-04,2026-12-04,True,False
1651,POL001651,20260119,40,1,14,2,New Business,64798.76,7572.56,2026-01-19,2027-01-19,False,False
1652,POL001652,20250917,2658,9,34,2,Renewal,251421.46,13435.33,2025-09-17,2026-09-17,True,False
1653,POL001653,20250904,868,1,8,5,Renewal,91156.41,4957.27,2025-09-04,2026-09-04,True,False
1654,POL001654,20231028,1182,4,35,4,Renewal,86573.93,6165.94,2023-10-28,2024-10-27,True,False
1655,POL001655,20240619,42,1,20,4,Cancellation,133591.7,3171.58,2024-06-19,2025-06-19,False,True
1656,POL001656,20240601,64,8,21,3,Renewal,19519.61,2279.74,2024-06-01,2025-06-01,True,False
1657,POL001657,20250102,292,1,25,2,Renewal,82314.73,6650.76,2025-01-02,2026-01-02,True,False
1658,POL001658,20250624,2254,8,25,2,Renewal,65939.94,5130.97,2025-06-24,2026-06-24,True,False
1659,POL001659,20240721,947,8,40,4,Renewal,99533.76,9222.86,2024-07-21,2025-07-21,True,False
1660,POL001660,20240325,383,4,1,1,New Business,401918.95,22526.28,2024-03-25,2025-03-25,False,False
1661,POL001661,20260430,1132,8,32,1,Renewal,229034.89,13297.05,2026-04-30,2027-04-30,True,False
1662,POL001662,20251120,2071,1,38,1,Renewal,157424.95,8618.34,2025-11-20,2026-11-20,True,False
1663,POL001663,20260308,1936,1,16,4,Renewal,18599.5,1569.39,2026-03-08,2027-03-08,True,False
1664,POL001664,20250730,456,7,9,5,Renewal,245813.41,27568.93,2025-07-30,2026-07-30,True,False
1665,POL001665,20260620,2019,3,22,5,Renewal,38318.84,3988.29,2026-06-20,2027-06-20,True,False
1666,POL001666,20231223,2306,4,32,1,Renewal,87189.36,7207.88,2023-12-23,2024-12-22,True,False
1667,POL001667,20231031,1542,1,3,2,Renewal,96838.63,5457.18,2023-10-31,2024-10-30,True,False
1668,POL001668,20240228,931,3,25,2,New Business,69476.66,6016.53,2024-02-28,2025-02-27,False,False
1669,POL001669,20260125,1515,2,18,1,Renewal,19263.3,1421.55,2026-01-25,2027-01-25,True,False
1670,POL001670,20251205,1467,1,5,4,Renewal,30644.8,3679.82,2025-12-05,2026-12-05,True,False
1671,POL001671,20240419,2049,1,30,3,New Business,19002.56,1506.79,2024-04-19,2025-04-19,False,False
1672,POL001672,20241015,2672,1,31,3,Renewal,28788.31,1834.28,2024-10-15,2025-10-15,True,False
1673,POL001673,20241102,2723,1,4,5,New Business,67319.27,4864.07,2024-11-02,2025-11-02,False,False
1674,POL001674,20251203,935,2,34,2,New Business,11117.21,1086.88,2025-12-03,2026-12-03,False,False
1675,POL001675,20240313,299,3,20,4,Renewal,105087.94,8837.0,2024-03-13,2025-03-13,True,False
1676,POL001676,20250805,742,3,25,2,New Business,170326.08,11546.38,2025-08-05,2026-08-05,False,False
1677,POL001677,20251118,1616,2,34,2,New Business,14494.49,1483.57,2025-11-18,2026-11-18,False,False
1678,POL001678,20250924,2274,3,34,2,Renewal,202674.4,10151.8,2025-09-24,2026-09-24,True,False
1679,POL001679,20250714,1756,3,17,3,New Business,41664.92,3122.41,2025-07-14,2026-07-14,False,False
1680,POL001680,20240405,2799,8,14,2,New Business,189752.93,9807.8,2024-04-05,2025-04-05,False,False
1681,POL001681,20250406,2894,8,14,2,Cancellation,63088.19,2248.84,2025-04-06,2026-04-06,False,True
1682,POL001682,20221027,1950,9,27,1,Renewal,178901.76,14547.68,2022-10-27,2023-10-27,True,False
1683,POL001683,20260512,2167,1,28,4,Renewal,152678.24,8467.66,2026-05-12,2027-05-12,True,False
1684,POL001684,20250430,1665,4,2,3,Renewal,222241.11,15646.21,2025-04-30,2026-04-30,True,False
1685,POL001685,20230722,1612,9,38,1,Renewal,158571.61,15674.74,2023-07-22,2024-07-21,True,False
1686,POL001686,20260821,1518,6,16,4,New Business,311165.62,25584.57,2026-08-21,2027-08-21,False,False
1687,POL001687,20251120,2150,1,39,1,Renewal,112010.04,8181.18,2025-11-20,2026-11-20,True,False
1688,POL001688,20240212,344,4,21,3,Renewal,185045.02,13817.1,2024-02-12,2025-02-11,True,False
1689,POL001689,20260109,37,9,21,3,New Business,196771.17,12395.15,2026-01-09,2027-01-09,False,False
1690,POL001690,20251130,1845,2,4,5,Renewal,9290.95,663.53,2025-11-30,2026-11-30,True,False
1691,POL001691,20230518,2048,8,22,5,New Business,26501.86,2675.49,2023-05-18,2024-05-17,False,False
1692,POL001692,20250226,2404,8,2,3,New Business,38179.12,2197.35,2025-02-26,2026-02-26,False,False
1693,POL001693,20260819,742,1,31,3,New Business,78980.22,6156.24,2026-08-19,2027-08-19,False,False
1694,POL001694,20240315,1866,8,14,2,New Business,43047.22,2613.04,2024-03-15,2025-03-15,False,False
1695,POL001695,20250130,2636,1,10,4,Renewal,63867.8,6884.53,2025-01-30,2026-01-30,True,False
1696,POL001696,20240117,1904,1,24,1,Renewal,34766.17,2504.56,2024-01-17,2025-01-16,True,False
1697,POL001697,20231206,2015,4,7,5,Renewal,180853.08,20820.08,2023-12-06,2024-12-05,True,False
1698,POL001698,20231014,2527,2,35,4,New Business,12609.1,1099.56,2023-10-14,2024-10-13,False,False
1699,POL001699,20260815,1656,8,37,3,Renewal,56197.89,6699.33,2026-08-15,2027-08-15,True,False
1700,POL001700,20250220,425,1,28,4,Cancellation,24608.97,1192.56,2025-02-20,2026-02-20,False,True
1701,POL001701,20240809,767,8,2,3,Renewal,44786.67,2640.33,2024-08-09,2025-08-09,True,False
1702,POL001702,20250126,2330,9,36,5,New Business,298205.82,14938.22,2025-01-26,2026-01-26,False,False
1703,POL001703,20250724,756,8,26,1,New Business,103333.59,5758.06,2025-07-24,2026-07-24,False,False
1704,POL001704,20250518,2238,1,2,3,Renewal,36021.86,2686.81,2025-05-18,2026-05-18,True,False
1705,POL001705,20231221,80,8,14,2,Renewal,35365.88,3945.05,2023-12-21,2024-12-20,True,False
1706,POL001706,20240827,1826,9,3,2,Renewal,189564.09,11684.89,2024-08-27,2025-08-27,True,False
1707,POL001707,20251007,1193,9,38,1,New Business,177063.3,17330.27,2025-10-07,2026-10-07,False,False
1708,POL001708,20230309,752,8,17,3,Cancellation,58100.12,983.45,2023-03-09,2024-03-08,False,True
1709,POL001709,20240622,1805,1,11,1,Renewal,99155.83,5701.81,2024-06-22,2025-06-22,True,False
1710,POL001710,20221122,990,3,36,5,New Business,44728.33,4192.95,2022-11-22,2023-11-22,False,False
1711,POL001711,20240517,1629,4,21,3,New Business,125999.16,12759.04,2024-05-17,2025-05-17,False,False
1712,POL001712,20240910,2985,2,40,4,Renewal,10667.56,730.63,2024-09-10,2025-09-10,True,False
1713,POL001713,20221113,2473,1,15,3,Renewal,41164.11,3847.69,2022-11-13,2023-11-13,True,False
1714,POL001714,20250819,648,3,32,1,New Business,91311.94,4980.43,2025-08-19,2026-08-19,False,False
1715,POL001715,20260627,2346,1,8,5,Renewal,60160.58,5640.14,2026-06-27,2027-06-27,True,False
1716,POL001716,20260217,1223,5,37,3,Renewal,1729485.91,198472.19,2026-02-17,2027-02-17,True,False
1717,POL001717,20260303,2944,8,27,1,Renewal,56418.73,3582.01,2026-03-03,2027-03-03,True,False
1718,POL001718,20241224,1859,8,11,1,Renewal,44191.17,3794.97,2024-12-24,2025-12-24,True,False
1719,POL001719,20231121,2409,9,32,1,New Business,279758.94,16468.98,2023-11-21,2024-11-20,False,False
1720,POL001720,20250525,96,4,29,3,Renewal,287011.95,20401.78,2025-05-25,2026-05-25,True,False
1721,POL001721,20260207,1235,4,1,1,New Business,339117.63,24323.56,2026-02-07,2027-02-07,False,False
1722,POL001722,20231122,1691,2,2,3,New Business,12553.49,862.92,2023-11-22,2024-11-21,False,False
1723,POL001723,20230418,424,6,37,3,Cancellation,460054.19,10085.12,2023-04-18,2024-04-17,False,True
1724,POL001724,20260618,319,1,24,1,Renewal,152528.69,7889.16,2026-06-18,2027-06-18,True,False
1725,POL001725,20230104,976,8,40,4,New Business,60361.34,5433.76,2023-01-04,2024-01-04,False,False
1726,POL001726,20240725,142,4,38,1,New Business,177198.22,9432.95,2024-07-25,2025-07-25,False,False
1727,POL001727,20250211,789,2,16,4,New Business,13681.24,1693.49,2025-02-11,2026-02-11,False,False
1728,POL001728,20240508,1465,1,5,4,New Business,157579.09,8895.21,2024-05-08,2025-05-08,False,False
1729,POL001729,20251205,1358,8,23,3,Renewal,61118.57,7015.0,2025-12-05,2026-12-05,True,False
1730,POL001730,20230430,2988,4,15,3,Cancellation,146608.56,6403.52,2023-04-30,2024-04-29,False,True
1731,POL001731,20230503,137,6,15,3,Renewal,94325.26,6300.64,2023-05-03,2024-05-02,True,False
1732,POL001732,20251016,2295,8,19,5,Renewal,87553.25,8340.14,2025-10-16,2026-10-16,True,False
1733,POL001733,20241029,1006,1,13,3,Renewal,97387.56,8443.14,2024-10-29,2025-10-29,True,False
1734,POL001734,20220813,669,1,38,1,Renewal,24261.29,3000.07,2022-08-13,2023-08-13,True,False
1735,POL001735,20240221,1421,3,37,3,Renewal,135754.86,9388.05,2024-02-21,2025-02-20,True,False
1736,POL001736,20251207,502,5,9,5,Renewal,3661211.46,209644.29,2025-12-07,2026-12-07,True,False
1737,POL001737,20240524,371,7,11,1,Renewal,280966.63,32330.74,2024-05-24,2025-05-24,True,False
1738,POL001738,20241119,2452,7,26,1,New Business,367690.47,19880.76,2024-11-19,2025-11-19,False,False
1739,POL001739,20250720,549,4,4,5,New Business,222867.47,20422.72,2025-07-20,2026-07-20,False,False
1740,POL001740,20250211,812,3,5,4,Renewal,139969.58,11955.16,2025-02-11,2026-02-11,True,False
1741,POL001741,20231201,656,2,5,4,Cancellation,28140.08,887.58,2023-12-01,2024-11-30,False,True
1742,POL001742,20230207,2626,8,6,1,Renewal,128240.58,6813.97,2023-02-07,2024-02-07,True,False
1743,POL001743,20221202,401,2,38,1,New Business,23291.4,1827.31,2022-12-02,2023-12-02,False,False
1744,POL001744,20250910,939,1,7,5,Renewal,22530.22,2088.95,2025-09-10,2026-09-10,True,False
1745,POL001745,20220701,1735,2,18,1,Renewal,15614.05,1591.04,2022-07-01,2023-07-01,True,False
1746,POL001746,20231118,2579,8,26,1,New Business,47536.45,5147.63,2023-11-18,2024-11-17,False,False
1747,POL001747,20221218,2873,8,2,3,Renewal,31817.78,2427.23,2022-12-18,2023-12-18,True,False
1748,POL001748,20250608,937,3,2,3,New Business,94160.77,6228.76,2025-06-08,2026-06-08,False,False
1749,POL001749,20241213,2184,5,18,1,New Business,562059.1,58249.64,2024-12-13,2025-12-13,False,False
1750,POL001750,20250819,681,1,7,5,New Business,112288.09,6891.8,2025-08-19,2026-08-19,False,False
1751,POL001751,20241027,1453,8,1,1,New Business,142511.72,12666.73,2024-10-27,2025-10-27,False,False
1752,POL001752,20240703,572,6,7,5,Renewal,219112.88,23660.23,2024-07-03,2025-07-03,True,False
1753,POL001753,20230904,203,1,34,2,Renewal,38200.34,2763.86,2023-09-04,2024-09-03,True,False
1754,POL001754,20231214,2613,4,9,5,New Business,261471.83,17128.2,2023-12-14,2024-12-13,False,False
1755,POL001755,20250415,2837,1,17,3,Renewal,60079.31,6105.68,2025-04-15,2026-04-15,True,False
1756,POL001756,20231219,2234,1,16,4,Renewal,85813.79,7764.22,2023-12-19,2024-12-18,True,False
1757,POL001757,20250212,1317,8,35,4,Renewal,40720.3,2698.78,2025-02-12,2026-02-12,True,False
1758,POL001758,20260224,31,6,20,4,Renewal,520537.35,37727.67,2026-02-24,2027-02-24,True,False
1759,POL001759,20221108,2019,1,25,2,Renewal,36571.12,3523.47,2022-11-08,2023-11-08,True,False
1760,POL001760,20260527,961,1,11,1,Renewal,81737.63,4121.06,2026-05-27,2027-05-27,True,False
1761,POL001761,20230721,391,3,23,3,Renewal,152203.62,7880.86,2023-07-21,2024-07-20,True,False
1762,POL001762,20230718,1914,1,35,4,Renewal,112065.17,5740.92,2023-07-18,2024-07-17,True,False
1763,POL001763,20230917,2129,1,22,5,Renewal,34849.59,1999.71,2023-09-17,2024-09-16,True,False
1764,POL001764,20260123,2160,2,34,2,New Business,36722.6,2177.34,2026-01-23,2027-01-23,False,False
1765,POL001765,20260324,1314,1,28,4,Renewal,52738.36,3840.01,2026-03-24,2027-03-24,True,False
1766,POL001766,20250810,705,2,2,3,Renewal,12955.81,1157.44,2025-08-10,2026-08-10,True,False
1767,POL001767,20251015,2698,3,38,1,Renewal,82875.05,6711.1,2025-10-15,2026-10-15,True,False
1768,POL001768,20260621,2612,9,21,3,Renewal,107440.15,11988.63,2026-06-21,2027-06-21,True,False
1769,POL001769,20250218,692,4,36,5,New Business,57566.15,5642.19,2025-02-18,2026-02-18,False,False
1770,POL001770,20250824,436,2,35,4,New Business,33255.47,1985.16,2025-08-24,2026-08-24,False,False
1771,POL001771,20250612,2604,6,26,1,New Business,60572.16,3257.43,2025-06-12,2026-06-12,False,False
